file_name,message_text,message_date,peer_id,post_author,from,file_size,access_hash,file_reference,date,mime_type,duration,width,height
1.mp4,"21,05,23 Артёмовск - Самолёт - Квадраты

Флаг России и чёрное знамя ЧВК Вагнер реют над укрепрайоном Самолёт в Артёмовске.
Репортаж РИА Новости. Репортерская группа ведёт съёмку из укрепрайона Квадраты многоэтажек на Самолёте с установленными флагами.

  48.575859, 37.964740",2023-05-21 21:39:16+00:00,1605069564,,https://t.me/creamy_caprice/815,47599951,5325575597421075637,b'\x02_\xabj\xfc\x00\x00\x03/dkt\x98\xd3^D4\xe74fM\xb2Y#\xe2-N\xbd\xdd',2023-05-21 21:39:15+00:00,video/mp4,114,1280,720
1.mp4,"22,05,23 Гуляй-поле - Дорожнянка

Работа тяжелой огнемётной системы ВС РФ по опорному пункту ВСУ в районе Гуляй-поля на запад от Дорожнянки.

 47.586284, 36.210444 

Источник https://t.me/ZSU_Hunter_2_0/722",2023-05-21 21:09:51+00:00,1605069564,,https://t.me/creamy_caprice/813,16597012,-6945955579198278753,b'\x02_\xabj\xfc\x00\x00\x03-dkt\x98\x18N\xb8Q\x96\xb6\x07\t^/\x94\x02\x16~/P',2023-05-21 21:09:50+00:00,video/mp4,40,1280,720
1.mp4,"18,05,23 Артёмовск - Часов Яр - Григоровка

Поражение высокоточным боеприпасом склада ВСУ в населённом пункте Григоровка

 48.639848, 37.860229 

Источник https://t.me/The_Wrong_Side/9544",2023-05-21 00:32:11+00:00,1605069564,,https://t.me/creamy_caprice/807,11457515,2873557661124878252,"b'\x02_\xabj\xfc\x00\x00\x03\'dkt\x98a>\xe3O""N\xfa\xf6 3\xf7\x195\xa5tu'",2023-05-21 00:32:10+00:00,video/mp4,47,480,480
1.mp4,"21,05,23 Артёмовск - Богдановка - Ягодное

Активные боевые действия к северу от Артёмовска. Атака ВСУ силами моторизированного подразделения. Поражение техники ВСУ.

  48.625457, 37.941002 

Источник https://t.me/RVvoenkor/45452",2023-05-20 22:21:04+00:00,1605069564,,https://t.me/creamy_caprice/804,12711487,6413263246849469492,b'\x02_\xabj\xfc\x00\x00\x03$dkt\x98O1\x80\x1fyeL\xc3\x93\x00;\xa9\x86>\x10Y',2023-05-20 22:21:03+00:00,video/mp4,85,1280,720
1.mp4,"20,05,23 Артёмовск - Центр - ЖД вокзал

Руководитель ЧВК Вагнер Е.В. Пригожин делает заявление о взятии под контроль всей территории Артёмовска и прекращении операции ""Бахмутская мясорубка"".

 48.591599, 37.987948",2023-05-20 18:37:55+00:00,1605069564,,https://t.me/creamy_caprice/801,171424285,6535079853759779434,b'\x02_\xabj\xfc\x00\x00\x03!dkt\x98\x80Y\xf6\xa1D}5\x10\xc3a\xd0\xe4\xd7\xf6\xfcK',2023-05-20 18:37:54+00:00,video/mp4,563,640,360
1.mp4,"19,05,23 Ямполь

Поражение барражирующим боеприпасом ""Ланцет"" буксируемой артиллерийской системы ВСУ на страусиной ферме в районе Ямполя.

 48.946632, 37.989482  

Источник https://t.me/dva_majors/15414",2023-05-19 21:33:19+00:00,1605069564,,https://t.me/creamy_caprice/799,11325471,2605536445149836968,"b'\x02_\xabj\xfc\x00\x00\x03\x1fdkt\x98\x1f\xbbkCF\x8c\xa4\xd0\xdeJ,\xb20)\x1aF'",2023-05-19 21:33:18+00:00,video/mp4,30,1280,848
1.mp4,"19,05,23 Соледар - Сакко и Ванцетти - Васюковка

Активные боевые действия у посёлка Сакко и Ванцетти. Артиллерийский обстрел техники ВСУ со стороны ВС РФ.

48.747539, 38.025383 

Источник https://t.me/NeoficialniyBeZsonoV/25554",2023-05-19 17:37:20+00:00,1605069564,,https://t.me/creamy_caprice/797,74632948,-5563704571433819271,b'\x02_\xabj\xfc\x00\x00\x03\x1ddkt\x98t\x9a\xa2\x02\xfb\xcb\xc2*y*\x13( \xc6\xb3\x8e',2023-05-19 17:37:19+00:00,video/mp4,58,1280,694
1.mp4,"19,05,23 Артёмовск - Курдюмовка - канал Северский Донец - Донбасс

Ориентировочный район обстрела из РСЗО ЧВК Вагнер по ВСУ на западном берегу канала Северский Донец-Донбасс.

 48.472816, 37.935352 

Источник https://t.me/yaremshooter/1561",2023-05-19 14:08:19+00:00,1605069564,,https://t.me/creamy_caprice/795,1753493,-5855853823395722098,b'\x02_\xabj\xfc\x00\x00\x03\x1bdkt\x98\xc8&h\xc0R\xfe\x8c@\xb8\xd1\xc7\x881\xd7\xac\x02',2023-05-19 14:08:18+00:00,video/mp4,21,640,512
1.mp4,"19,05,23 Доброполье - Белозёрское - Боковое

Уничтожение склада боеприпасов ВСУ на удалении более 60км от линии боевого соприкосновения

 48.513069, 37.014141 

Геопривязка
Источник https://t.me/The_Wrong_Side/9498",2023-05-19 12:59:05+00:00,1605069564,,https://t.me/creamy_caprice/793,8367956,-8100096339403691275,b'\x02_\xabj\xfc\x00\x00\x03\x19dkt\x98N.c`\xd5\x93\xe5L2R\xc75Cp\x05\xa9',2023-05-19 12:59:03+00:00,video/mp4,24,1280,720
1.mp4,"18,05,23 Соледар - Васюковка

Обстрел позиций ВСУ артиллерией ВС РФ на Соледарском направлении. Рубеж Васюковка - Сакко и Ванцетти.

48.741199, 37.988898 

Видео @NeoficialniyBeZsonoV",2023-05-18 23:46:45+00:00,1605069564,,https://t.me/creamy_caprice/788,42263821,4638260808389794541,b'\x02_\xabj\xfc\x00\x00\x03\x14dkt\x98\x8b\xc9>\x16\x9b\xdc\x00`\x9a9\xecT\xac\xeb\xef\x8f',2023-05-18 23:46:44+00:00,video/mp4,35,1280,694
1.mp4,"18,05,23 Путивль - Тёткино - Горки



Боевые действия на приграничных территориях вне зоны СВО. Обстрел позиции ВСУ в деревне Горки  пограничной службой РФ. 

 51.368559, 34.311345 

Геопривязка
Видео @control_sigm",2023-05-18 23:28:55+00:00,1605069564,,https://t.me/creamy_caprice/786,11538804,-4168424273434022208,b'\x02_\xabj\xfc\x00\x00\x03\x12dkt\x98\x870=\xce3oDu\tK\xaa\x0c\xefu\xfe?',2023-05-18 23:28:54+00:00,video/mp4,30,1280,720
1.mp4,"18,05,23 Артёмовск - Новый 

Поражение высокоточным боеприпасом подразделения ВСУ занимающего позицию в частном секторе на западной окраине Артёмовска.

 48.585351, 37.967315 

Геопривязка
Видео @brussinf",2023-05-18 22:35:26+00:00,1605069564,,https://t.me/creamy_caprice/783,16890469,-7217178094741633022,b'\x02_\xabj\xfc\x00\x00\x03\x0fdkt\x98\xfb@&\xd0\xf2\xbd`\xdd*a\xddfi\xffUb',2023-05-18 22:35:25+00:00,video/mp4,45,1280,688
1.mp4,"18,05,23 Артёмовск - Забольница.

Атака FPV-дроном ЧВК Вагнер позиции ВСУ в районе Артёмовска Забольница. 
Кадры, по всей видимости, архивные.

 48.600637, 37.965074 

Видео от @Lunay14",2023-05-18 14:13:45+00:00,1605069564,,https://t.me/creamy_caprice/781,8858966,-109566829467313793,b'\x02_\xabj\xfc\x00\x00\x03\rdkt\x98\xa3\x184\xce\xb5\x8b\x89\xc2=\xa2n\xc3\xa1\x9fj.',2023-05-18 14:13:45+00:00,video/mp4,24,1280,720
1.mp4,"18.05.23 Херсон - Антоновка - Ингулец

Атака барражирующим боеприпасом ""Ланцет"" артиллерийской позиции ВСУ на правом берегу Днепра. Заявлено поражение гаубицы ""М777"".

 46.793501, 32.847086 

Видео @The_Wrong_Side
Геопривязка",2023-05-18 12:51:10+00:00,1605069564,,https://t.me/creamy_caprice/779,11906029,3230901424023199747,b'\x02_\xabj\xfc\x00\x00\x03\x0bdkt\x98VW\xde\x7f\x95\x8e\xf7\x82j\xbd\n\xf1\xcd\xe0F\xa6',2023-05-18 12:51:08+00:00,video/mp4,38,720,448
1.mp4,"18,05,23 Купянск - Тищенковка - Кондрашовка

Уничтожение склада боеприпасов ВСУ огнем артиллерии на Купянском направлении.
До линии боевого соприкосновения около 10 км.

 49.768932, 37.562544 

Геопривязка 
Видео от @razved_dozor",2023-05-18 12:11:57+00:00,1605069564,,https://t.me/creamy_caprice/777,12265550,5401946653567574238,b'\x02_\xabj\xfc\x00\x00\x03\tdkt\x98\xba\xbf\xee\x8b4\xd2\xcb\x88\x05\xdc\x89\xdb\x8e\xb5\x86\xcf',2023-05-18 12:11:55+00:00,video/mp4,45,800,450
1.mp4,"18,05,23 Авдеевка - Водяное - Северное

Спецтранспорт ВСУ производит эвакуацию военнослужащих ВСУ разной степени кондиции в места постоянной дислокации.
Видео может быть архивным, март 2023.

48.113569, 37.628127",2023-05-18 08:27:31+00:00,1605069564,,https://t.me/creamy_caprice/774,61939209,3155926667974934787,b'\x02_\xabj\xfc\x00\x00\x03\x06dkt\x98\x08>\x89\x96\xa4a\xc2 k5\xefG\x1e|M\xef',2023-05-18 08:27:30+00:00,video/mp4,54,1280,696
1.mp4,"17,05,23 Херсон - Белозёрка - Ромашково

Астрологи объявили день Паровозика из Ромашково. Второе Ромашково за день. В этот раз ""Гвоздика"" на правом берегу Днепра прицепом пошла. 

Поражение барражирующим боеприпасом ""Ланцет"" самоходной артиллерийской установки ВСУ в населённом пункте Ромашково

 46.593568, 32.444040 

Геопривязка",2023-05-17 15:46:26+00:00,1605069564,,https://t.me/creamy_caprice/768,1656601,4119213000538182523,b'\x02_\xabj\xfc\x00\x00\x03\x00dkt\x98+\x8bi\xe5\x96\xd2v]\xf4}\xe9\xeb\x83\x1d\x96\x98',2023-05-17 15:46:24+00:00,video/mp4,13,854,480
1.mp4,Пригожин на японском телевидении. Другого анимэ у меня для вас нет.,2023-05-17 14:55:29+00:00,1605069564,,https://t.me/creamy_caprice/767,1274504,-3599452199401142138,b'\x02_\xabj\xfc\x00\x00\x02\xffdkt\x98k\xf0\xbe\x83\xd7d\x16\x1f\x1eh\xaao\x91.\x8e\x90',2023-05-17 14:55:29+00:00,video/mp4,19,960,540
1.mp4,"17,05,23 Шостка - Середина-Буда - Ромашково

Боевые действия на приграничных территориях вне зоны СВО. Обстрел позиций ВСУ в глубине территории Украины на 7 км от границы.

52.144899, 33.948990 

Геопривязка",2023-05-17 14:40:33+00:00,1605069564,,https://t.me/creamy_caprice/765,20367301,3632156395879881932,b'\x02_\xabj\xfc\x00\x00\x02\xfddkt\x98\xfa\xd2}\x19\x01\xf8\xa4\x17\x86\xee\xb5}E\x94z\x85',2023-05-17 14:40:31+00:00,video/mp4,15,1280,720
1.mp4,"17,05,23 Артёмовск - Новый

Позиции ВСУ в многоэтажной застройке укрепрайона ""Домино"", находящимся в самой западной части Артёмовска, под массированным артиллерийский ударом сил ЧВК Вагнер.

Геопозиция запуска коптера

 48.588987, 37.960423",2023-05-17 12:36:34+00:00,1605069564,,https://t.me/creamy_caprice/763,28882265,-4246965009744916169,b'\x02_\xabj\xfc\x00\x00\x02\xfbdkt\x98\x01\t\xa8f\x18j3r\xaa\x92??^/e\xd8',2023-05-17 12:36:34+00:00,video/mp4,75,1280,720
1.mp4,"16,05,23 Артёмовск - Самолёт

Обстрел артиллерией ЧВК Вагнер позиций ВСУ в застройке Артёмовска на улице Чайковского.

48.580526, 37.968199",2023-05-16 20:27:19+00:00,1605069564,,https://t.me/creamy_caprice/758,4645138,3126680943603043312,b'\x02_\xabj\xfc\x00\x00\x02\xf6dkt\x98s\xf5S\xfaQ\x98\x1a3\x15c\x01\xe0K\x1a\xb7?',2023-05-16 20:27:18+00:00,video/mp4,53,528,352
